NAME10,0,Green_Area,12,Open_urban,Low_intensity_Developed,Medium_high_intensity_Developed,Medium_high_intensity_Developed,Open_urban,Green_Area,Green_Area,Green_Area,Green_Area,Agriculture,Agriculture,Agriculture,Green_Area,Green_Area,Total_Green_Area,Total_Agriculture,Total_Open_Urban,Total_Low_Intensity_Developed,Total_Medium_High_Intensity_Developed,Total
Concord__NH,0,5174,0,13080,14930,13332,5394,895,8433,11952,14605,1567,744,4953,987,6314,906,48951,6684,13975,14930,18726,103266
Great_Falls__MT,0,1708,0,9518,29961,24198,5459,12,0,0,0,1142,12201,34,6015,1126,34,4010,18250,9530,29961,29657,91408
New_Lebanon__OH,0,0,0,777,1696,607,116,0,45,0,0,0,0,116,1947,0,0,45,2063,777,1696,723,5304
Hazleton__PA,0,772,0,11815,12219,10140,3144,4806,35132,2043,927,79,177,6729,1593,256,34,39243,8499,16621,12219,13284,89866
Harrisburg__OR,0,91,0,336,1104,1115,491,20,6,5,9,0,0,872,24,107,2,220,896,356,1104,1606,4182
Nashville_Davidson__TN,0,49321,0,453105,335372,140714,70760,3240,255068,70602,47135,18531,21870,183366,14224,3334,347,444338,219460,456345,335372,211474,1666989
Curwensville__PA,0,45,0,1466,965,370,113,0,1138,85,110,0,0,275,0,0,0,1378,275,1466,965,483,4567
Temple__TX,0,772,0,38564,26446,15827,8814,181,9683,9384,5,9,32175,3754,6285,4230,5,24088,42214,38745,26446,24641,156134
Sanger__TX,0,18,0,1124,2400,1175,220,19,192,0,0,0,1641,1263,627,0,0,210,3531,1143,2400,1395,8679
Deerwood__TX,0,0,0,2116,1301,269,32,5,7,257,2283,557,332,109,0,519,10,3633,441,2121,1301,301,7797
Charlottesville__VA,0,1197,0,22305,24254,13247,5538,106,15224,5655,5797,150,342,5798,431,353,5,28381,6571,22411,24254,18785,100402
Vergennes__VT,0,295,0,681,786,1023,242,0,363,55,13,322,51,2631,549,177,108,1333,3231,681,786,1265,7296
Ridgefield__WA,0,32,0,691,1617,646,144,25,625,305,406,483,164,1027,83,45,37,1933,1274,716,1617,790,6330
Mukwonago__WI,0,624,0,16172,10733,2481,578,0,8857,79,1235,225,478,6039,12654,2238,986,14244,19171,16172,10733,3059,63379
Stanley__WI,0,141,0,481,1205,493,136,0,309,10,5,0,0,64,2196,8,6,479,2260,481,1205,629,5054
Durant__MS,0,0,0,1246,1058,304,59,0,202,169,86,147,20,47,457,377,15,996,524,1246,1058,363,4187
Mabton__WA,0,0,0,306,886,281,11,0,0,0,0,40,0,0,488,0,0,40,488,306,886,292,2012
Springfield__IL,0,7450,0,41644,74168,60361,16830,158,27045,0,0,81,753,3427,34870,5832,84,40492,39050,41802,74168,77191,272703
Mansfield__OH,0,297,0,33733,31508,14168,8267,23,36975,906,16,12,1886,8465,8698,133,0,38339,19049,33756,31508,22435,145087
Houlton__ME,0,15,0,1349,1530,956,529,0,117,121,393,125,0,14,4,86,8,865,18,1349,1530,1485,5247
Calipatria__CA,0,0,0,234,1419,453,59,13,0,0,0,730,0,23,32,0,0,730,55,247,1419,512,2963
Peoria__IL,0,14510,0,63769,120331,76241,28106,428,81261,23,0,5,1967,7526,24724,4904,1255,101958,34217,64197,120331,104347,425050
Covington__IN,0,0,0,683,1366,385,112,0,196,0,0,0,293,0,183,0,0,196,476,683,1366,497,3218
Kewanee__IL,0,0,0,3952,6795,2653,1037,2,343,0,0,0,22,10,982,0,0,343,1014,3954,6795,3690,15796
Ruidoso__NM,0,0,0,7966,2246,1001,301,0,0,10984,0,1802,537,0,8,0,0,12786,545,7966,2246,1302,24845
Winamac__IN,0,12,0,672,1458,649,394,18,134,0,0,0,234,147,302,41,0,187,683,690,1458,1043,4061
Clarksville__TN__KY,0,2204,0,66289,54264,23981,10291,1647,82257,5975,218,570,4173,28061,30958,4672,184,96080,63192,67936,54264,34272,315744
Marion__KY,0,0,0,1240,610,234,118,0,1107,48,0,5,33,1213,242,0,0,1160,1488,1240,610,352,4850
Antioch__CA,0,3152,0,33639,41974,77274,14200,420,29,14,58,68,20964,22214,9741,389,10944,14654,52919,34059,41974,91474,235080
Farmington__NM,0,964,0,11078,17036,17920,3660,14,0,6,0,18546,15452,8544,576,7318,0,26834,24572,11092,17036,21580,101114
Denton__MD,0,64,0,2516,1505,968,305,6,1219,228,474,311,0,568,3080,1849,154,4299,3648,2522,1505,1273,13247
Nevada__IA,0,26,0,2454,3323,924,278,0,442,0,0,0,228,137,1588,7,45,520,1953,2454,3323,1202,9452
Fresno__CA,0,4200,0,57235,97381,172884,55447,1486,28,0,5,133,26891,6868,70764,329,0,4695,104523,58721,97381,228331,493651
Aberdeen__Bel_Air_South__Bel_Air_North__MD,0,5945,0,108073,55252,23987,7835,467,99574,1814,7685,7129,1271,27454,25146,9425,3758,135330,53871,108540,55252,31822,384815
St__Louis__MO__IL,0,35899,0,477545,901774,428146,194347,7330,411848,3004,1693,347,9759,62119,117701,36153,2356,491300,189579,484875,901774,622493,2690021
Paducah__KY__IL,0,3616,0,35416,21536,9102,4764,108,28958,5603,0,37,443,3382,12720,6388,2166,46768,16545,35524,21536,13866,134239
Coeur_d_Alene__ID,0,1887,0,24725,46864,31662,4424,0,37,12635,0,6861,4042,565,3780,78,59,21557,8387,24725,46864,36086,137619
Spokane__WA,0,4235,0,70948,158362,122403,27779,98,45,35855,0,36914,15777,1281,3703,235,620,77904,20761,71046,158362,150182,478255
Patterson__CA,0,0,0,2100,3011,4690,745,0,0,0,0,0,12,714,4867,0,62,62,5593,2100,3011,5435,16201
Rushville__IL,0,0,0,557,1580,1289,272,0,36,0,0,0,0,59,116,0,0,36,175,557,1580,1561,3909
Huntington__WV__KY__OH,0,28398,0,74986,98921,60333,18848,598,88185,1462,179,596,3791,22249,2873,497,17,119334,28913,75584,98921,79181,401933
Janesville__WI,0,1251,0,17060,33567,11358,6546,430,5509,109,5,571,756,3520,8669,293,308,8046,12945,17490,33567,17904,89952
Orangeburg__SC,0,1080,0,26065,14102,6965,2911,113,914,5999,188,6767,1619,3953,3630,16100,1289,32337,9202,26178,14102,9876,91695
Oostburg__WI,0,0,0,411,1124,737,138,0,22,0,0,0,57,30,395,30,30,82,482,411,1124,875,2974
Casper__WY,0,345,0,18042,24166,20432,3252,257,235,31,0,13350,4139,2055,429,821,110,14892,6623,18299,24166,23684,87664
Virginia_Beach__VA,0,110653,0,381406,422172,208660,82516,13239,43913,48048,18949,16065,6193,11726,32282,150046,48532,436206,50201,394645,422172,291176,1594400
Weirton__Steubenville__WV__OH__PA,0,8584,0,32808,23923,16346,9518,326,57269,320,0,12,1289,1462,552,8,0,66193,3303,33134,23923,25864,152417
Poplar_Bluff__MO,0,437,0,13465,9103,4287,1274,506,4774,497,3140,46,245,3711,2451,1225,38,10157,6407,13971,9103,5561,45199
Anaconda_Deer_Lodge_County__MT,0,0,0,805,2184,3233,308,0,0,37,0,187,31,35,22,69,0,293,88,805,2184,3541,6911
Mattawa__WA,0,0,0,138,678,432,27,0,0,0,0,195,0,0,321,0,0,195,321,138,678,459,1791
East_Liverpool__OH__WV__PA,0,4110,0,22189,10829,6565,4273,34,22204,290,0,0,761,2470,74,13,0,26617,3305,22223,10829,10838,73812
Walla_Walla__WA__OR,0,98,0,20026,22407,11001,1366,0,0,238,368,813,148,2994,19735,223,221,1961,22877,20026,22407,12367,79638
Springfield__MO,0,1410,0,58611,127331,76848,30515,2243,39849,1360,2494,1709,702,65973,873,1433,11,48266,67548,60854,127331,107363,411362
Bend__OR,0,334,0,30683,39994,9567,1663,832,8,12395,0,17147,230,0,1755,208,12,30104,1985,31515,39994,11230,114828
Long_Prairie__MN,0,12,0,975,1289,1443,315,0,52,8,0,0,145,167,70,35,27,134,382,975,1289,1758,4538
Medford__OR,0,348,0,26468,52588,38095,13954,85,51,1360,514,3613,2796,36800,7277,1994,1028,8908,46873,26553,52588,52049,186971
Charlotte__NC__SC,0,90824,0,648972,452728,184009,86573,8523,383457,110714,13212,12540,59013,167121,2333,14929,261,625937,228467,657495,452728,270582,2235209
Texas_City__TX,0,2050,0,64819,43438,29961,14907,1151,10198,5360,935,6741,6648,15990,403,12892,7167,45343,23041,65970,43438,44868,222660
Goldsboro__NC,0,835,0,34817,24553,9830,3545,703,2414,7651,1484,9235,8140,3810,28736,15752,1091,38462,40686,35520,24553,13375,152596
Shelby__NC,0,5168,0,24442,17655,4736,2100,13,15156,3021,225,852,2123,13986,138,222,9,24653,16247,24455,17655,6836,89846
Abernathy__TX,0,0,0,842,1810,342,140,0,0,0,0,12,107,0,157,0,7,19,264,842,1810,482,3417
Woodstown__NJ,0,78,0,2118,1256,600,166,0,123,0,34,41,49,163,1055,923,5,1204,1267,2118,1256,766,6611
Kingston__NY,0,1688,0,26451,17437,7932,3848,649,32288,4193,14195,373,93,3113,4407,8396,731,61864,7613,27100,17437,11780,125794
Poughkeepsie__Newburgh__NY__NJ,0,54158,0,197197,109768,76361,24958,4987,283954,12504,41916,13630,2415,71523,26325,76758,8792,491712,100263,202184,109768,101319,1005246
South_Lake_Tahoe__CA__NV,0,993,0,5871,16189,3365,1337,7,0,13026,0,5389,1291,0,0,83,1024,20515,1291,5878,16189,4702,48575
Chaffee__MO,0,11,0,765,1328,488,146,0,122,0,46,0,15,87,689,30,0,209,791,765,1328,634,3727
Willows__CA,0,0,0,1128,1866,2762,679,47,0,0,0,0,483,0,472,0,0,0,955,1175,1866,3441,7437
England__AR,0,0,0,1558,890,571,199,0,7,0,0,0,0,8,1071,0,0,7,1079,1558,890,770,4304
Calhoun__GA,0,696,0,27498,15199,7688,4606,290,11139,4843,3367,3377,2358,13326,924,353,0,23775,16608,27788,15199,12294,95664
Valentine__NE,0,40,0,578,1597,1477,502,18,29,0,201,0,803,0,0,15,0,285,803,596,1597,1979,5260
Richmond__KY,0,50,0,10340,10994,8069,2614,6,4775,83,21,16,61,10010,437,0,11,4956,10508,10346,10994,10683,47487
Phillipsburg__KS,0,0,0,704,2145,1164,441,0,9,0,0,0,233,0,11,0,0,9,244,704,2145,1605,4707
Reynoldsville__PA,0,1,0,987,1419,634,141,9,1196,31,34,0,42,134,0,0,0,1262,176,996,1419,775,4628
Scranton__PA,0,13202,0,80932,95392,94979,36348,8650,94423,10840,16669,20444,3477,6801,10056,7417,875,163870,20334,89582,95392,131327,500505
Lee_s_Summit__MO,0,4247,0,26017,36676,15006,4264,251,10519,25,54,213,1317,16279,8489,196,9,15263,26085,26268,36676,19270,123562
Joplin__MO,0,559,0,35378,45053,16603,10291,3950,41488,156,34,1353,1328,26545,2015,1242,26,44858,29888,39328,45053,26894,186021
Odessa__MO,0,67,0,2010,2298,837,287,0,180,6,0,3,36,918,45,0,0,256,999,2010,2298,1124,6687
Athens__TN,0,11,0,12008,7974,4159,1743,0,5117,1471,1752,2527,373,5422,170,14,0,10892,5965,12008,7974,5902,42741
Lake_Arthur__LA,0,112,0,1045,2359,307,70,0,23,7,34,16,423,0,107,293,9,494,530,1045,2359,377,4805
Wilson__NC,0,164,0,17295,19697,9357,3006,64,2096,3163,296,946,4405,1620,5544,3563,108,10336,11569,17359,19697,12363,71324
Columbus__GA__AL,0,4352,0,98572,119511,44300,20383,1415,47568,29114,15674,19185,5727,8021,5730,6171,1301,123365,19478,99987,119511,64683,427024
Carrollton__OH,0,17,0,1649,1396,762,312,0,1410,41,0,3,228,741,181,0,0,1471,1150,1649,1396,1074,6740
Milton__Lewisburg__PA,0,1791,0,13276,12068,5250,2327,72,4679,265,376,87,12,11884,11281,1118,760,9076,23177,13348,12068,7577,65246
Dayton__OH,0,9536,0,272744,332111,134064,44939,255,89514,2372,1947,295,2132,42340,82453,58,2226,105948,126925,272999,332111,179003,1016986
Trenton__NJ,0,2158,0,77964,67543,40925,17519,926,30364,590,1683,3758,1186,9700,14233,34475,4729,77757,25119,78890,67543,58444,307753
Kenosha__WI__IL,0,817,0,22358,30976,35127,13547,305,9931,17,1718,135,6464,4525,17151,3027,1726,17371,28140,22663,30976,48674,147824
Baltimore__OH,0,30,0,1221,1407,594,163,0,644,7,0,0,27,898,2699,29,0,710,3624,1221,1407,757,7719
Columbus__OH,0,16404,0,347936,415938,277240,125561,2537,133220,1566,97,1644,9064,48593,107669,2597,269,155797,165326,350473,415938,402801,1490335
Napoleon__OH,0,578,0,2956,5430,2551,1460,216,858,5,0,0,237,30,1680,4,5,1450,1947,3172,5430,4011,16010
Portales__NM,0,0,0,2549,5801,2008,756,0,0,0,0,25,2684,0,1895,0,0,25,4579,2549,5801,2764,15718
Wilmington__NC,0,7936,0,86495,95648,37996,11444,2817,84,42150,1586,34086,6497,267,6060,43239,15722,144803,12824,89312,95648,49440,392027
Greenville__NC,0,2585,0,42683,31978,19303,6202,438,794,6636,629,9292,5533,1576,35514,23612,2294,45842,42623,43121,31978,25505,189069
Iowa__LA,0,0,0,1556,3119,726,188,0,48,55,0,160,19,2188,1377,7,0,270,3584,1556,3119,914,9443
Rockford__IL,0,5332,0,90472,143551,70169,28379,707,38520,294,0,1616,3180,8688,52769,1313,220,47295,64637,91179,143551,98548,445210
Salisbury__MD__DE,0,4241,0,46758,33813,19204,9175,33,10503,5507,7721,6205,1044,7180,39534,16799,1467,52443,47758,46791,33813,28379,209184
Crane__TX,0,0,0,686,1277,859,125,0,0,0,0,876,0,0,0,14,0,890,0,686,1277,984,3837
Madisonville__KY,0,495,0,12149,7514,3233,1319,0,16595,1894,7,13,592,5526,5596,45,80,19129,11714,12149,7514,4552,55058
Girard__KS,0,0,0,1416,2003,492,223,0,0,0,0,0,0,223,2,0,0,0,225,1416,2003,715,4359
Murfreesboro__TN,0,1031,0,56411,65535,23461,8145,174,8896,4894,2668,3015,1741,40283,5425,1210,207,21921,47449,56585,65535,31606,223096
Arcola__IL,0,65,0,491,2292,607,313,7,0,0,0,0,0,0,136,0,0,65,136,498,2292,920,3911
Lumberton__NC,0,1014,0,12405,11767,5746,2284,6,121,5908,559,6478,1144,152,13601,15270,543,29893,14897,12411,11767,8030,76998
Denton__Lewisville__TX,0,11125,0,60262,96301,84758,31121,909,50368,312,0,13,73903,13903,1012,1113,854,63785,88818,61171,96301,115879,425954
Wichita__KS,0,16857,0,81196,243828,97964,46030,619,11805,0,593,31,92259,1402,34637,4110,27,33423,128298,81815,243828,143994,631358
Escalon__CA,0,0,0,384,972,2643,576,93,0,0,0,0,53,0,955,0,0,0,1008,477,972,3219,5676
Modesto__CA,0,385,0,28170,47651,92984,28263,272,0,21,0,54,4007,9901,50610,1619,1505,3584,64518,28442,47651,121247,265442
Battle_Creek__MI,0,4120,0,41870,38627,17129,9014,294,23105,1588,1018,181,1057,2435,4209,11672,215,41899,7701,42164,38627,26143,156534
Cedar_Springs__MI,0,0,0,1372,1576,859,343,9,319,67,0,6,21,474,367,258,0,650,862,1381,1576,1202,5671
Caledonia__MN,0,0,0,477,1762,618,155,0,111,0,0,0,219,23,1560,0,0,111,1802,477,1762,773,4925
Salt_Lake_City__West_Valley_City__UT,0,808,0,104614,256349,230580,104851,896,4151,3270,41,21571,8321,42405,12244,5471,4729,40041,62970,105510,256349,335431,800301
Horicon__WI,0,61,0,668,1783,851,395,0,49,0,12,0,0,121,288,64,98,284,409,668,1783,1246,4390
Sanford__NC,0,1428,0,26632,10350,5066,2412,152,12844,9601,2986,787,4281,6166,1702,694,126,28466,12149,26784,10350,7478,85227
Hazard__KY,0,118,0,2904,4117,3322,1164,100,6822,122,450,33,1225,58,0,0,0,7545,1283,3004,4117,4486,20435
Minneapolis__St__Paul__MN__WI,0,258596,0,748391,753398,552363,243966,7497,226265,12717,733,17341,28987,131399,101150,14848,100388,630888,261536,755888,753398,796329,3198039
Sturgis__MI,0,5,0,4277,6635,2393,1807,64,2151,19,24,17,161,786,9084,55,0,2271,10031,4341,6635,4200,27478
McLeansboro__IL,0,0,0,1394,1958,434,129,7,111,0,0,0,0,180,67,0,0,111,247,1401,1958,563,4280
St__Cloud__MN,0,4407,0,22777,28260,38702,16156,67,6258,630,6,537,1778,10940,11808,760,5177,17775,24526,22844,28260,54858,148263
Barnstable_Town__MA,0,64566,0,120043,180809,111835,17376,15871,82339,104191,55423,9493,14215,4117,13931,29802,39350,385164,32263,135914,180809,129211,863361
Alexandria__MN,0,8675,0,13565,5862,4290,1566,0,5055,149,8,5,2203,4615,3872,153,1107,15152,10690,13565,5862,5856,51125
Littlestown__PA,0,0,0,2087,1858,796,143,22,901,21,28,31,28,1747,2180,207,114,1302,3955,2109,1858,939,10163
Schulenburg__TX,0,0,0,1312,1459,1084,379,6,26,0,13,58,45,456,0,54,0,151,501,1318,1459,1463,4892
Canton__SD,0,58,0,1007,1184,490,266,6,62,0,0,0,84,18,133,0,0,120,235,1013,1184,756,3308
Pottstown__PA,0,826,0,51797,29411,14806,5230,760,48061,559,1934,19105,2618,30980,17299,5116,127,75728,50897,52557,29411,20036,228629
Greenville__SC,0,6466,0,258420,168878,68471,37185,2332,196015,51840,2242,5528,48349,68358,0,13929,210,276230,116707,260752,168878,105656,928223
Lufkin__TX,0,259,0,21253,30954,10541,6399,140,1139,3175,16137,7142,3707,8123,37,2104,92,30048,11867,21393,30954,16940,111202
Wichita_Falls__TX,0,3858,0,28084,40754,30603,15716,45,1322,87,0,6277,20850,0,1824,0,36,11580,22674,28129,40754,46319,149456
Sioux_City__IA__NE__SD,0,3270,0,37585,48051,23269,11516,164,5913,0,112,75,12040,837,14278,632,1711,11713,27155,37749,48051,34785,159453
Hilton_Head_Island__SC,0,12412,0,41699,21555,8415,1329,1733,117,58487,593,7283,2570,596,550,20908,25190,124990,3716,43432,21555,9744,203437
Poteet__TX,0,0,0,692,1459,838,114,48,0,21,0,221,68,161,74,63,0,305,303,740,1459,952,3759
Johnstown__PA,0,834,0,32845,18895,9134,3411,621,37044,1045,557,24,14,7168,368,6,24,39534,7550,33466,18895,12545,111990
Morristown__TN,0,200,0,39195,24448,9881,3564,208,30766,2007,3105,1280,2906,54616,413,106,0,37464,57935,39403,24448,13445,172695
Kingsport__TN__VA,0,2611,0,72880,55893,17545,9011,872,76898,1154,1044,607,4063,86902,442,594,12,82920,91407,73752,55893,26556,330528
Florence__SC,0,1867,0,46908,41761,17499,7953,121,753,14934,1050,14674,1355,2832,20094,32810,1161,67249,24281,47029,41761,25452,205772
Myrtle_Beach__Socastee__SC__NC,0,12578,0,145345,118458,58006,14843,6899,301,53867,784,30320,7679,1728,5095,84990,18815,201655,14502,152244,118458,72849,559708
North_Adams__MA__VT,0,85,0,5043,3958,4832,1184,59,7880,633,846,404,612,1017,209,1542,127,11517,1838,5102,3958,6016,28431
Jefferson_City__MO,0,1013,0,15583,26069,14947,4898,730,31640,3387,2261,292,448,13160,1050,388,19,39000,14658,16313,26069,19845,115885
Le_Sueur__MN,0,0,0,1201,1238,802,297,0,530,0,0,65,0,196,920,41,17,653,1116,1201,1238,1099,5307
Tomahawk__WI,0,1030,0,962,1835,740,290,14,471,569,492,186,1116,0,0,1910,186,4844,1116,976,1835,1030,9801
Bozeman__MT,0,59,0,17494,16078,7991,1334,6,33,198,8,1214,1093,5964,3807,710,175,2397,10864,17500,16078,9325,56164
Peshtigo__WI,0,329,0,1325,1878,1196,450,11,377,0,27,6,204,65,293,897,10,1646,562,1336,1878,1646,7068
Columbia__SC,0,22055,0,241662,257587,122695,39995,6347,105599,127719,10852,19571,65699,29041,12605,46653,2745,335194,107345,248009,257587,162690,1110825
Bristol__Bristol__TN__VA,0,118,0,50216,31338,14050,5342,82,33924,707,861,348,1648,44580,520,223,0,36181,46748,50298,31338,19392,183957
Lancaster__SC,0,45,0,21203,12627,3645,1528,97,13226,6026,1502,470,2259,5111,51,805,0,22074,7421,21300,12627,5173,68595
Texarkana__Texarkana__TX__AR,0,875,0,28649,66276,23930,11164,505,4978,23416,5428,8870,2762,8488,167,601,101,44269,11417,29154,66276,35094,186210
Oberlin__OH,0,31,0,2876,2803,645,95,0,982,24,0,5,34,127,40,321,0,1363,201,2876,2803,740,7983
Harrisburg__SD,0,169,0,804,703,668,75,0,6,0,0,0,35,187,1356,0,19,194,1578,804,703,743,4022
